=== Iteracao 1 ===
=Posição Animal  ===
1 4 1 1 1 0 1 1 1 1 
1 1 1 1 0 0 1 1 1 0 
1 1 0 4 0 2 4 1 1 1 
1 1 1 1 1 1 1 * 1 1 
1 1 1 4 1 4 1 1 1 1 
1 4 1 1 1 0 1 1 1 1 
1 1 1 1 1 1 0 1 1 1 
1 1 1 1 1 1 1 1 4 1 
1 1 1 1 1 4 1 0 4 1 
1 1 1 1 0 4 1 1 1 1 

=Posição Fogo  ===
1 4 1 1 1 0 1 1 1 1 
1 1 1 1 0 0 1 1 1 0 
1 1 0 4 0 2 4 1 1 1 
1 1 1 1 1 1 1 1 1 1 
1 1 1 4 1 4 1 1 1 1 
1 4 1 1 1 0 1 1 1 1 
1 1 1 1 1 1 0 1 1 1 
1 1 1 1 1 1 1 1 4 1 
1 1 1 1 1 4 1 0 4 1 
1 1 1 1 0 4 1 1 1 1 

=== Iteracao 2 ===
=Posição Animal  ===
1 4 1 1 1 0 1 1 1 1 
1 1 1 1 0 0 1 1 1 0 
1 1 0 4 0 3 4 * 1 1 
1 1 1 1 1 2 1 * 1 1 
1 1 1 4 1 4 1 1 1 1 
1 4 1 1 1 0 1 1 1 1 
1 1 1 1 1 1 0 1 1 1 
1 1 1 1 1 1 1 1 4 1 
1 1 1 1 1 4 1 0 4 1 
1 1 1 1 0 4 1 1 1 1 

=Posição Fogo  ===
1 4 1 1 1 0 1 1 1 1 
1 1 1 1 0 0 1 1 1 0 
1 1 0 4 0 3 4 1 1 1 
1 1 1 1 1 2 1 1 1 1 
1 1 1 4 1 4 1 1 1 1 
1 4 1 1 1 0 1 1 1 1 
1 1 1 1 1 1 0 1 1 1 
1 1 1 1 1 1 1 1 4 1 
1 1 1 1 1 4 1 0 4 1 
1 1 1 1 0 4 1 1 1 1 

=== Iteracao 3 ===
=Posição Animal  ===
1 4 1 1 1 0 1 1 1 1 
1 1 1 1 0 0 1 1 1 0 
1 1 0 4 0 3 * * 1 1 
1 1 1 1 2 3 2 * 1 1 
1 1 1 4 1 4 1 1 1 1 
1 4 1 1 1 0 1 1 1 1 
1 1 1 1 1 1 0 1 1 1 
1 1 1 1 1 1 1 1 4 1 
1 1 1 1 1 4 1 0 4 1 
1 1 1 1 0 4 1 1 1 1 

=Posição Fogo  ===
1 4 1 1 1 0 1 1 1 1 
1 1 1 1 0 0 1 1 1 0 
1 1 0 4 0 3 4 1 1 1 
1 1 1 1 2 3 2 1 1 1 
1 1 1 4 1 4 1 1 1 1 
1 4 1 1 1 0 1 1 1 1 
1 1 1 1 1 1 0 1 1 1 
1 1 1 1 1 1 1 1 4 1 
1 1 1 1 1 4 1 0 4 1 
1 1 1 1 0 4 1 1 1 1 

=== Iteracao 4 ===
=Posição Animal  ===
1 4 1 1 1 0 1 1 1 1 
1 1 1 1 0 0 1 1 1 0 
1 1 0 4 0 1 * * 1 1 
1 1 1 2 3 3 3 * 1 1 
1 1 1 4 2 4 2 1 1 1 
1 4 1 1 1 0 1 1 1 1 
1 1 1 1 1 1 0 1 1 1 
1 1 1 1 1 1 1 1 4 1 
1 1 1 1 1 4 1 0 4 1 
1 1 1 1 0 4 1 1 1 1 

=Posição Fogo  ===
1 4 1 1 1 0 1 1 1 1 
1 1 1 1 0 0 1 1 1 0 
1 1 0 4 0 1 0 1 1 1 
1 1 1 2 3 3 3 2 1 1 
1 1 1 4 2 4 2 1 1 1 
1 4 1 1 1 0 1 1 1 1 
1 1 1 1 1 1 0 1 1 1 
1 1 1 1 1 1 1 1 4 1 
1 1 1 1 1 4 1 0 4 1 
1 1 1 1 0 4 1 1 1 1 

=== Iteracao 5 ===
=Posição Animal  ===
1 4 1 1 1 0 1 1 1 1 
1 1 1 1 0 0 1 1 1 0 
1 1 0 4 0 1 * * 1 1 
1 1 2 3 3 3 3 * 2 1 
1 1 1 4 3 4 3 2 1 1 
1 4 1 1 2 0 2 1 1 1 
1 1 1 1 1 1 0 1 1 1 
1 1 1 1 1 1 1 1 4 1 
1 1 1 1 1 4 1 0 4 1 
1 1 1 1 0 4 1 1 1 1 

=Posição Fogo  ===
1 4 1 1 1 0 1 1 1 1 
1 1 1 1 0 0 1 1 1 0 
1 1 0 4 0 1 0 2 1 1 
1 1 2 3 3 3 3 3 2 1 
1 1 1 4 3 4 3 2 1 1 
1 4 1 1 2 0 2 1 1 1 
1 1 1 1 1 1 0 1 1 1 
1 1 1 1 1 1 1 1 4 1 
1 1 1 1 1 4 1 0 4 1 
1 1 1 1 0 4 1 1 1 1 

=== Iteracao 6 ===
=Posição Animal  ===
1 4 1 1 1 0 1 1 1 1 
1 1 1 1 0 0 1 2 1 0 
1 1 0 4 0 1 * * 2 1 
1 2 3 3 3 3 3 * 3 2 
1 1 2 4 3 4 3 3 2 1 
1 4 1 2 3 0 3 2 1 1 
1 1 1 1 2 1 0 1 1 1 
1 1 1 1 1 1 1 1 4 1 
1 1 1 1 1 4 1 0 4 1 
1 1 1 1 0 4 1 1 1 1 

=Posição Fogo  ===
1 4 1 1 1 0 1 1 1 1 
1 1 1 1 0 0 1 2 1 0 
1 1 0 4 0 1 0 3 2 1 
1 2 3 3 3 3 3 3 3 2 
1 1 2 4 3 4 3 3 2 1 
1 4 1 2 3 0 3 2 1 1 
1 1 1 1 2 1 0 1 1 1 
1 1 1 1 1 1 1 1 4 1 
1 1 1 1 1 4 1 0 4 1 
1 1 1 1 0 4 1 1 1 1 

=== Iteracao 7 ===
=Posição Animal  ===
1 4 1 1 1 0 1 2 1 1 
1 1 1 1 0 0 * 3 2 0 
1 2 0 4 0 1 * * 3 2 
2 3 3 3 3 3 3 * 3 3 
1 2 3 4 3 4 3 3 3 2 
1 4 2 3 3 0 3 3 2 1 
1 1 1 2 3 2 0 2 1 1 
1 1 1 1 2 1 1 1 4 1 
1 1 1 1 1 4 1 0 4 1 
1 1 1 1 0 4 1 1 1 1 

=Posição Fogo  ===
1 4 1 1 1 0 1 2 1 1 
1 1 1 1 0 0 2 3 2 0 
1 2 0 4 0 1 0 3 3 2 
2 3 3 3 3 3 3 3 3 3 
1 2 3 4 3 4 3 3 3 2 
1 4 2 3 3 0 3 3 2 1 
1 1 1 2 3 2 0 2 1 1 
1 1 1 1 2 1 1 1 4 1 
1 1 1 1 1 4 1 0 4 1 
1 1 1 1 0 4 1 1 1 1 

=== Iteracao 8 ===
=Posição Animal  ===
1 4 1 1 1 * 2 3 2 1 
1 2 1 1 0 0 * 3 3 0 
2 3 0 4 0 1 * * 3 3 
3 3 3 3 3 3 3 * 3 3 
2 3 3 4 3 4 3 3 3 3 
1 4 3 3 3 0 3 3 3 2 
1 1 2 3 3 3 0 3 2 1 
1 1 1 2 3 2 1 2 4 1 
1 1 1 1 2 4 1 0 4 1 
1 1 1 1 0 4 1 1 1 1 

=Posição Fogo  ===
1 4 1 1 1 0 2 3 2 1 
1 2 1 1 0 0 3 3 3 0 
2 3 0 4 0 1 0 3 3 3 
3 3 3 3 3 3 3 3 3 3 
2 3 3 4 3 4 3 3 3 3 
1 4 3 3 3 0 3 3 3 2 
1 1 2 3 3 3 0 3 2 1 
1 1 1 2 3 2 1 2 4 1 
1 1 1 1 2 4 1 0 4 1 
1 1 1 1 0 4 1 1 1 1 

=== Iteracao 9 ===
=Posição Animal  ===
1 4 1 1 1 * 3 3 3 2 
2 3 2 1 0 0 * 3 3 0 
3 3 0 4 0 1 * * 3 3 
3 3 3 3 3 3 3 * 3 3 
3 3 3 4 3 4 3 3 3 3 
2 4 3 3 3 0 3 3 3 3 
1 2 3 3 3 3 0 3 3 2 
1 1 2 3 3 3 2 3 4 1 
1 1 1 2 3 4 1 0 4 1 
1 1 1 1 0 4 1 1 1 1 

=Posição Fogo  ===
1 4 1 1 1 0 3 3 3 2 
2 3 2 1 0 0 3 3 3 0 
3 3 0 4 0 1 0 3 3 3 
3 3 3 3 3 3 3 3 3 3 
3 3 3 4 3 4 3 3 3 3 
2 4 3 3 3 0 3 3 3 3 
1 2 3 3 3 3 0 3 3 2 
1 1 2 3 3 3 2 3 4 1 
1 1 1 2 3 4 1 0 4 1 
1 1 1 1 0 4 1 1 1 1 

=== Iteracao 10 ===
=Posição Animal  ===
2 4 2 1 1 * 3 3 3 3 
3 3 3 2 0 0 * 3 3 0 
3 3 0 4 0 1 * * 3 3 
3 3 3 3 3 3 3 * 3 3 
3 3 3 4 3 4 3 3 3 3 
3 4 3 3 3 0 3 3 3 3 
2 3 3 3 3 3 0 3 3 3 
1 2 3 3 3 3 3 3 4 2 
1 1 2 3 3 4 2 0 4 1 
1 1 1 2 0 4 1 1 1 1 

=Posição Fogo  ===
2 4 2 1 1 0 3 3 3 3 
3 3 3 2 0 0 3 3 3 0 
3 3 0 4 0 1 0 3 3 3 
3 3 3 3 3 3 3 3 3 3 
3 3 3 4 3 4 3 3 3 3 
3 4 3 3 3 0 3 3 3 3 
2 3 3 3 3 3 0 3 3 3 
1 2 3 3 3 3 3 3 4 2 
1 1 2 3 3 4 2 0 4 1 
1 1 1 2 0 4 1 1 1 1 

=== Iteracao 11 ===
=Posição Animal  ===
3 4 3 2 1 * 3 3 3 3 
3 3 3 3 0 0 * 3 3 0 
3 3 0 4 0 1 * * 3 3 
3 3 3 3 3 3 3 * 3 3 
3 3 3 4 3 4 3 3 3 3 
3 4 3 3 3 0 3 3 3 3 
3 3 3 3 3 3 0 3 3 3 
2 3 3 3 3 3 3 3 4 3 
1 2 3 3 3 4 3 0 4 2 
1 1 2 3 0 4 2 1 1 1 

=Posição Fogo  ===
3 4 3 2 1 0 3 3 3 3 
3 3 3 3 0 0 3 3 3 0 
3 3 0 4 0 1 0 3 3 3 
3 3 3 3 3 3 3 3 3 3 
3 3 3 4 3 4 3 3 3 3 
3 4 3 3 3 0 3 3 3 3 
3 3 3 3 3 3 0 3 3 3 
2 3 3 3 3 3 3 3 4 3 
1 2 3 3 3 4 3 0 4 2 
1 1 2 3 0 4 2 1 1 1 

=== Iteracao 12 ===
=Posição Animal  ===
3 4 3 3 2 * 3 3 3 3 
3 3 3 3 0 * * 3 3 0 
3 3 0 4 0 1 * * 3 3 
3 3 3 3 3 3 3 * 3 3 
3 3 3 4 3 4 3 3 3 3 
3 4 3 3 3 0 3 3 3 3 
3 3 3 3 3 3 0 3 3 3 
3 3 3 3 3 3 3 3 4 3 
2 3 3 3 3 4 3 0 4 3 
1 2 3 3 0 4 3 2 1 2 

=Posição Fogo  ===
3 4 3 3 2 0 3 3 3 3 
3 3 3 3 0 0 3 3 3 0 
3 3 0 4 0 1 0 3 3 3 
3 3 3 3 3 3 3 3 3 3 
3 3 3 4 3 4 3 3 3 3 
3 4 3 3 3 0 3 3 3 3 
3 3 3 3 3 3 0 3 3 3 
3 3 3 3 3 3 3 3 4 3 
2 3 3 3 3 4 3 0 4 3 
1 2 3 3 0 4 3 2 1 2 

=== Iteracao 13 ===
=Posição Animal  ===
3 4 3 3 3 * 3 3 3 3 
3 3 3 3 0 * * 3 3 0 
3 3 0 4 0 1 * * 3 3 
3 3 3 3 3 3 3 * 3 3 
3 3 3 4 3 4 3 3 3 3 
3 4 3 3 3 0 3 3 3 3 
3 3 3 3 3 3 0 3 3 3 
3 3 3 3 3 3 3 3 4 3 
3 3 3 3 3 4 3 0 4 3 
2 3 3 3 0 4 3 3 2 3 

=Posição Fogo  ===
3 4 3 3 3 0 3 3 3 3 
3 3 3 3 0 0 3 3 3 0 
3 3 0 4 0 1 0 3 3 3 
3 3 3 3 3 3 3 3 3 3 
3 3 3 4 3 4 3 3 3 3 
3 4 3 3 3 0 3 3 3 3 
3 3 3 3 3 3 0 3 3 3 
3 3 3 3 3 3 3 3 4 3 
3 3 3 3 3 4 3 0 4 3 
2 3 3 3 0 4 3 3 2 3 

=== Iteracao 14 ===
=Posição Animal  ===
3 4 3 3 3 * 3 3 3 3 
3 3 3 3 0 * * 3 3 0 
3 3 0 4 0 1 * * 3 3 
3 3 3 3 3 3 3 * 3 3 
3 3 3 4 3 4 3 3 3 3 
3 4 3 3 3 0 3 3 3 3 
3 3 3 3 3 3 0 3 3 3 
3 3 3 3 3 3 3 3 4 3 
3 3 3 3 3 4 3 0 4 3 
3 3 3 3 0 4 3 3 3 3 

=Posição Fogo  ===
3 4 3 3 3 0 3 3 3 3 
3 3 3 3 0 0 3 3 3 0 
3 3 0 4 0 1 0 3 3 3 
3 3 3 3 3 3 3 3 3 3 
3 3 3 4 3 4 3 3 3 3 
3 4 3 3 3 0 3 3 3 3 
3 3 3 3 3 3 0 3 3 3 
3 3 3 3 3 3 3 3 4 3 
3 3 3 3 3 4 3 0 4 3 
3 3 3 3 0 4 3 3 3 3 

=== Iteracao 15 ===
=Posição Animal  ===
3 4 3 3 3 * 3 3 3 3 
3 3 3 3 0 * * 3 3 0 
3 3 0 4 0 1 * * 3 3 
3 3 3 3 3 3 3 * 3 3 
3 3 3 4 3 4 3 3 3 3 
3 4 3 3 3 0 3 3 3 3 
3 3 3 3 3 3 0 3 3 3 
3 3 3 3 3 3 3 3 4 3 
3 3 3 3 3 4 3 0 4 3 
3 3 3 3 0 4 3 3 3 3 

=Posição Fogo  ===
3 4 3 3 3 0 3 3 3 3 
3 3 3 3 0 0 3 3 3 0 
3 3 0 4 0 1 0 3 3 3 
3 3 3 3 3 3 3 3 3 3 
3 3 3 4 3 4 3 3 3 3 
3 4 3 3 3 0 3 3 3 3 
3 3 3 3 3 3 0 3 3 3 
3 3 3 3 3 3 3 3 4 3 
3 3 3 3 3 4 3 0 4 3 
3 3 3 3 0 4 3 3 3 3 

=== Iteracao 16 ===
=Posição Animal  ===
3 4 3 3 3 * 3 3 3 3 
3 3 3 3 * * * 3 3 0 
3 3 0 4 0 1 * * 3 3 
3 3 3 3 3 3 3 * 3 3 
3 3 3 4 3 4 3 3 3 3 
3 4 3 3 3 0 3 3 3 3 
3 3 3 3 3 3 0 3 3 3 
3 3 3 3 3 3 3 3 4 3 
3 3 3 3 3 4 3 0 4 3 
3 3 3 3 0 4 3 3 3 3 

=Posição Fogo  ===
3 4 3 3 3 0 3 3 3 3 
3 3 3 3 0 0 3 3 3 0 
3 3 0 4 0 1 0 3 3 3 
3 3 3 3 3 3 3 3 3 3 
3 3 3 4 3 4 3 3 3 3 
3 4 3 3 3 0 3 3 3 3 
3 3 3 3 3 3 0 3 3 3 
3 3 3 3 3 3 3 3 4 3 
3 3 3 3 3 4 3 0 4 3 
3 3 3 3 0 4 3 3 3 3 

=== Iteracao 17 ===
=Posição Animal  ===
3 4 3 3 3 * 3 3 3 3 
3 3 3 3 * * * 3 3 0 
3 3 0 4 0 1 * * 3 3 
3 3 3 3 3 3 3 * 3 3 
3 3 3 4 3 4 3 3 3 3 
3 4 3 3 3 0 3 3 3 3 
3 3 3 3 3 3 0 3 3 3 
3 3 3 3 3 3 3 3 4 3 
3 3 3 3 3 4 3 0 4 3 
3 3 3 3 0 4 3 3 3 3 

=Posição Fogo  ===
3 4 3 3 3 0 3 3 3 3 
3 3 3 3 0 0 3 3 3 0 
3 3 0 4 0 1 0 3 3 3 
3 3 3 3 3 3 3 3 3 3 
3 3 3 4 3 4 3 3 3 3 
3 4 3 3 3 0 3 3 3 3 
3 3 3 3 3 3 0 3 3 3 
3 3 3 3 3 3 3 3 4 3 
3 3 3 3 3 4 3 0 4 3 
3 3 3 3 0 4 3 3 3 3 

=== Iteracao 18 ===
=Posição Animal  ===
3 4 3 3 3 * 3 3 3 3 
3 3 3 3 * * * 3 3 0 
3 3 0 4 0 1 * * 3 3 
3 3 3 3 3 3 3 * 3 3 
3 3 3 4 3 4 3 3 3 3 
3 4 3 3 3 0 3 3 3 3 
3 3 3 3 3 3 0 3 3 3 
3 3 3 3 3 3 3 3 4 3 
3 3 3 3 3 4 3 0 4 3 
3 3 3 3 0 4 3 3 3 3 

=Posição Fogo  ===
3 4 3 3 3 0 3 3 3 3 
3 3 3 3 0 0 3 3 3 0 
3 3 0 4 0 1 0 3 3 3 
3 3 3 3 3 3 3 3 3 3 
3 3 3 4 3 4 3 3 3 3 
3 4 3 3 3 0 3 3 3 3 
3 3 3 3 3 3 0 3 3 3 
3 3 3 3 3 3 3 3 4 3 
3 3 3 3 3 4 3 0 4 3 
3 3 3 3 0 4 3 3 3 3 

=== Iteracao 19 ===
=Posição Animal  ===
3 4 3 3 3 * 3 3 3 3 
3 3 3 3 * * * 3 3 0 
3 3 0 4 0 1 * * 3 3 
3 3 3 3 3 3 3 * 3 3 
3 3 3 4 3 4 3 3 3 3 
3 4 3 3 3 0 3 3 3 3 
3 3 3 3 3 3 0 3 3 3 
3 3 3 3 3 3 3 3 4 3 
3 3 3 3 3 4 3 0 4 3 
3 3 3 3 0 4 3 3 3 3 

=Posição Fogo  ===
3 4 3 3 3 0 3 3 3 3 
3 3 3 3 0 0 3 3 3 0 
3 3 0 4 0 1 0 3 3 3 
3 3 3 3 3 3 3 3 3 3 
3 3 3 4 3 4 3 3 3 3 
3 4 3 3 3 0 3 3 3 3 
3 3 3 3 3 3 0 3 3 3 
3 3 3 3 3 3 3 3 4 3 
3 3 3 3 3 4 3 0 4 3 
3 3 3 3 0 4 3 3 3 3 

=== Iteracao 20 ===
=Posição Animal  ===
3 4 3 3 3 * 3 3 3 3 
3 3 3 3 * * * 3 3 0 
3 3 0 4 * 1 * * 3 3 
3 3 3 3 3 3 3 * 3 3 
3 3 3 4 3 4 3 3 3 3 
3 4 3 3 3 0 3 3 3 3 
3 3 3 3 3 3 0 3 3 3 
3 3 3 3 3 3 3 3 4 3 
3 3 3 3 3 4 3 0 4 3 
3 3 3 3 0 4 3 3 3 3 

=Posição Fogo  ===
3 4 3 3 3 0 3 3 3 3 
3 3 3 3 0 0 3 3 3 0 
3 3 0 4 0 1 0 3 3 3 
3 3 3 3 3 3 3 3 3 3 
3 3 3 4 3 4 3 3 3 3 
3 4 3 3 3 0 3 3 3 3 
3 3 3 3 3 3 0 3 3 3 
3 3 3 3 3 3 3 3 4 3 
3 3 3 3 3 4 3 0 4 3 
3 3 3 3 0 4 3 3 3 3 

=== Iteracao 21 ===
=Posição Animal  ===
3 4 3 3 3 * 3 3 3 3 
3 3 3 3 * * * 3 3 0 
3 3 0 4 * 1 * * 3 3 
3 3 3 3 3 3 3 * 3 3 
3 3 3 4 3 4 3 3 3 3 
3 4 3 3 3 0 3 3 3 3 
3 3 3 3 3 3 0 3 3 3 
3 3 3 3 3 3 3 3 4 3 
3 3 3 3 3 4 3 0 4 3 
3 3 3 3 0 4 3 3 3 3 
